1	cho	cho	O	
2	biết	biết	O	
3	sẽ	sẽ	O	
4	phát_hành	phát_hành	O	
5	bản	bản	O	
6	cập_nhật	cập_nhật	O	
7	iOS	ios	B-ASPECT	
8	mới	mới	O	
9	vào	vào	O	
10	đầu	đầu	O	
11	năm	năm	O	
12	nay	nay	O	
13	có	có	O	
14	tính_năng	tính_năng	O	
15	xem	xem	O	
16	tuổi_thọ	tuổi_thọ	O	
17	pin	pin	B-ASPECT	
18	iPhone	iphone	B-PRODUCT	
19	.	.	O	
20	Không	không	O	
21	rõ	rõ	O	
22	liệu	liệu	O	
23	Apple	apple	B-BRAND	
24	có	có	O	
25	cho	cho	O	
26	phép	phép	O	
27	người	người	O	
28	dùng	dùng	O	
29	tắt	tắt	O	
30	“	“	O	
31	tính_năng	tính_năng	B-ASPECT	
32	quản_lý	quản_lý	O	
33	năng_lượng	năng_lượng	O	
34	”	”	O	
35	kia	kia	O	
36	hay	hay	O	
37	không	không	O	
38	.	.	O	
39	Theo	theo	O	
40	thông_báo	thông_báo	O	
41	mới	mới	O	
42	nhất	nhất	O	
43	của	của	O	
44	iPhone	iphone	B-PRODUCT	
45	,	,	O	
46	chương_trình	chương_trình	O	
47	thay_thế	thay_thế	O	
48	pin	pin	B-ASPECT	
49	iPhone	iphone	O	
50	giá	giá	B-ASPECT	
51	rẻ	rẻ	O	
52	sẽ	sẽ	O	
53	kéo	kéo	O	
54	dài	dài	O	
55	hết	hết	O	
56	tháng	tháng	O	
57	12	12	2018/O	
58	.	.	O	
1	cùng	cùng	O	
2	đến	đến	O	
3	với	với	O	
4	Galaxy	galaxy	B-PRODUCT	
5	S	s	I-PRODUCT	
6	9	9	I-PRODUCT	
7	,	,	O	
8	siêu	siêu	O	
9	phẩm	phẩm	O	
10	đầu_tiên	đầu_tiên	O	
11	của	của	O	
12	nhà_sản_xuất	nhà_sản_xuất	O	
13	Hàn	hàn	B-LOC	
14	Quốc	quốc	I-LOC	
15	trong	trong	O	
16	năm	năm	O	
17	nay	nay	O	
18	để	để	O	
19	xem	xem	O	
20	nó	nó	O	
21	có_thể	có_thể	O	
22	cạnh_tranh	cạnh_tranh	O	
23	với	với	O	
24	iPhone	iphone	B-PRODUCT	
25	X	x	I-PRODUCT	
26	bằng	bằng	O	
27	những	những	O	
28	tính_năng	tính_năng	B-ASPECT	
29	nổi_bật	nổi_bật	O	
30	nào	nào	O	
31	.	.	O	
1	đặt	đặt	O	
2	tên	tên	O	
3	flagship	flagship	O	
4	tiếp_theo	tiếp_theo	O	
5	là	là	O	
6	Galaxy	galaxy	B-PRODUCT	
7	S	s	I-PRODUCT	
8	9	9	I-PRODUCT	
9	,	,	O	
10	nó	nó	O	
11	sẽ	sẽ	O	
12	tạo	tạo	O	
13	cảm_giác	cảm_giác	O	
14	"	"	O	
15	thua_kém	thua_kém	O	
16	"	"	O	
17	khi	khi	O	
18	so	so	O	
19	với	với	O	
20	iPhone	iphone	B-PRODUCT	
21	X	x	I-PRODUCT	
22	(	(	O	
23	tức_là	tức_là	O	
24	iPhone	iphone	B-PRODUCT	
25	10	10	I-PRODUCT	
26	).	).	O	
27	Theo	theo	O	
28	Forbes	forbes	O	
29	,	,	O	
30	Samsung	samsung	B-BRAND	
31	có_thể	có_thể	O	
32	ra_mắt	ra_mắt	O	
33	chiếc	chiếc	O	
34	Galaxy	galaxy	B-PRODUCT	
35	S	s	I-PRODUCT	
36	tiếp_theo	tiếp_theo	O	
37	với	với	O	
38	tên	tên	O	
39	gọi	gọi	O	
40	Galaxy	galaxy	B-PRODUCT	
41	X	x	I-PRODUCT	
42	,	,	O	
43	hoặc	hoặc	O	
44	thậm_chí	thậm_chí	O	
45	"	"	O	
46	nhảy_cóc	nhảy_cóc	O	
47	"	"	O	
48	2	2	O	
49	số	số	O	
50	lên	lên	O	
51	Galaxy	galaxy	B-PRODUCT	
52	S	s	I-PRODUCT	
53	11	11	I-PRODUCT	
54	chẳng_hạn	chẳng_hạn	I-PRODUCT	
55	.	.	O	
1	năm_ngoái	năm_ngoái	O	
2	,	,	O	
3	các	các	O	
4	đời	đời	O	
5	Galaxy	galaxy	B-PRODUCT	
6	SII	sii	I-PRODUCT	
7			/O	
8	S	s	B-PRODUCT	
9	5	5	I-PRODUCT	
10			/I-PRODUCT	
11	S	s	I-PRODUCT	
12	6	6	I-PRODUCT	
13			/I-PRODUCT	
14	S	s	I-PRODUCT	
15	7	7	I-PRODUCT	
16	đều	đều	O	
17	ra_mắt	ra_mắt	O	
18	tại	tại	O	
19	Mobile	mobile	O	
20	World	world	O	
21	Congress	congress	O	
22	(	(	O	
23	MWC	mwc	O	
24	)	)	O	
1	đôi	đôi	O	
2	Galaxy	galaxy	B-PRODUCT	
3	A	a	I-PRODUCT	
4	8	8	I-PRODUCT	
5			/O	
6	A	a	B-PRODUCT	
7	8	8	I-PRODUCT	
8	+	+	I-PRODUCT	
9	mới	mới	O	
10	ra_mắt	ra_mắt	O	
11	với	với	O	
12	cảm_biến	cảm_biến	B-ASPECT	
13	vân	vân	I-ASPECT	
14	tay	tay	I-ASPECT	
15	đặt	đặt	O	
16	dưới	dưới	O	
17	camera	camera	B-ASPECT	
18	đã	đã	O	
19	là	là	O	
20	sự	sự	O	
21	cải_tiến	cải_tiến	O	
22	"	"	O	
23	vượt_bậc	vượt_bậc	O	
24	"	"	O	
25	,	,	O	
26	và	và	O	
27	hy_vọng	hy_vọng	O	
28	<Galaxy	<galaxy	O	
29	S	s	O	
30	9>PRODUCT	9>product	O	
31	cũng	cũng	O	
32	sẽ	sẽ	O	
33	như	như	O	
34	vậy	vậy	O	
35	.	.	O	
1	từ	từ	O	
2	đó	đó	O	
3	,	,	O	
4	nhiều	nhiều	O	
5	giả_thuyết	giả_thuyết	O	
6	về	về	O	
7	một	một	O	
8	chiếc	chiếc	O	
9	Galaxy	galaxy	B-PRODUCT	
10	S	s	I-PRODUCT	
11	9	9	I-PRODUCT	
12	màn_hình	màn_hình	I-PRODUCT	
13	gập	gập	O	
14	đã	đã	O	
15	xuất_hiện	xuất_hiện	O	
16	.	.	O	
1	tháng	tháng	O	
2	11	11	O	
3	,	,	O	
4	website	website	O	
5	Samsung	samsung	O	
6	Hàn	hàn	B-LOC	
7	Quốc	quốc	I-LOC	
8	cũng	cũng	O	
9	để	để	O	
10	lộ	lộ	O	
11	1	1	O	
12	thiết_bị	thiết_bị	O	
13	với	với	O	
14	tên	tên	O	
15	mã	mã	O	
16	SM	sm	O	
17	-	-	O	
18	G	g	O	
19	888	888	O	
20	NO	no	O	
21	có_thể	có_thể	O	
22	là	là	O	
23	mẫu	mẫu	O	
24	máy	máy	O	
25	màn_hình	màn_hình	B-ASPECT	
26	gập	gập	O	
27	được	được	O	
28	đồn	đồn	O	
29	đoán	đoán	O	
30	trong	trong	O	
31	thời_gian	thời_gian	O	
32	qua	qua	O	
33	.	.	O	
1	lưng	lưng	O	
2	rò_rỉ	rò_rỉ	O	
3	của	của	O	
4	Galaxy	galaxy	B-PRODUCT	
5	S	s	I-PRODUCT	
6	9	9	I-PRODUCT	
7	-	-	O	
8	Ảnh	ảnh	O	
9	:	:	O	
10			/O	
11	LEAKS	leaks	B-ASPECT	
1	còn	còn	O	
2	nhiều	nhiều	O	
3	dấu_hiệu	dấu_hiệu	O	
4	khác	khác	O	
5	chứng_tỏ	chứng_tỏ	O	
6	iPhone	iphone	B-PRODUCT	
7	của	của	O	
8	bạn	bạn	O	
9	đang	đang	O	
10	có	có	O	
11	vấn_đề	vấn_đề	O	
12	về	về	O	
13	hiệu_suất	hiệu_suất	O	
14	mà	mà	O	
15	không	không	O	
16	phải	phải	O	
17	do	do	O	
18	pin	pin	B-ASPECT	
19	.	.	O	
1	iPhone	iphone	B-PRODUCT	
2	X	x	I-PRODUCT	
3	sụt_giảm	sụt_giảm	O	
4	đang	đang	O	
5	làm	làm	O	
6	hại	hại	O	
7	nhiều	nhiều	O	
8	công_ty	công_ty	O	
9	Trung	trung	B-LOC	
10	Quốc	quốc	I-LOC	
1	khi	khi	O	
2	kết_hợp_doanh_số	kết_hợp_doanh_số	O	
3	của	của	O	
4	iPhone	iphone	B-PRODUCT	
5	X	x	I-PRODUCT	
6	,	,	O	
7	8	8	O	
8	và	và	O	
9	8	8	B-PRODUCT	
10	Plus	plus	I-PRODUCT	
11	chỉ	chỉ	O	
12	chiếm	chiếm	O	
13	69	69	O	
14	%	%	O	
15	doanh_thu	doanh_thu	O	
16	của	của	O	
17	Apple	apple	B-BRAND	
18	ở	ở	O	
19	Mỹ	mỹ	B-LOC	
20	,	,	O	
21	iPhone	iphone	B-PRODUCT	
22	6	6	I-PRODUCT	
23			/O	
24	Plus	plus	O	
25	đã	đã	O	
26	lập	lập	O	
27	kỷ_lục	kỷ_lục	O	
28	...	...	O	
1	khuôn_mặt	khuôn_mặt	O	
2	và	và	O	
3	trí_tuệ_nhân_tạo	trí_tuệ_nhân_tạo	O	
4	(	(	O	
5	AI	ai	O	
6	)	)	O	
7	thông_qua	thông_qua	O	
8	trợ_lý	trợ_lý	O	
9	giọng	giọng	O	
10	nói	nói	O	
11	dự_định	dự_định	O	
12	đến	đến	O	
13	với	với	O	
14	nhiều	nhiều	O	
15	người	người	O	
16	hơn	hơn	O	
17	,	,	O	
18	trong	trong	O	
19	khicá	khicá	O	
20	công_ty	công_ty	O	
21	Trung	trung	B-LOC	
22	Quốc	quốc	I-LOC	
23	mang	mang	O	
24	chúng	chúng	O	
25	vào	vào	O	
26	các	các	O	
27	thiết_bị	thiết_bị	O	
28	có	có	O	
29	giá_thành	giá_thành	O	
30	phải_chăng	phải_chăng	O	
31	hơn	hơn	O	
32	.	.	O	
33	Các	các	O	
34	tính_năng	tính_năng	O	
35	dựa	dựa	O	
36	trên	trên	O	
37	AI	ai	O	
38	cũng	cũng	O	
39	đang	đang	O	
40	dần	dần	O	
41	xuất_hiện	xuất_hiện	O	
42	trên	trên	O	
43	các	các	O	
44	thiết_bị	thiết_bị	O	
45	đeo	đeo	O	
46	như	như	O	
47	smartwatch	smartwatch	O	
48	hoặc	hoặc	O	
49	vòng	vòng	O	
50	đeo	đeo	O	
51	thể_thao	thể_thao	O	
52	nhằm	nhằm	O	
53	giúp	giúp	O	
54	mọi	mọi	O	
55	người	người	O	
56	cải_thiện	cải_thiện	O	
57	sức_khoẻ	sức_khoẻ	O	
58	của	của	O	
59	mình	mình	O	
60	.	.	O	
61	Sau	sau	O	
62	Face	face	O	
63	ID	id	O	
64	,	,	O	
65	làn_sóng	làn_sóng	O	
66	smartphone	smartphone	B-ASPECT	
67	với	với	O	
68	tính_năng	tính_năng	B-ASPECT	
69	nhận_diện	nhận_diện	I-ASPECT	
70	khuôn_mặt	khuôn_mặt	I-ASPECT	
71	sẽ	sẽ	O	
72	có_mặt	có_mặt	O	
73	nhiều	nhiều	O	
74	hơn	hơn	O	
75	Tại	tại	O	
76	một	một	O	
77	trong	trong	O	
78	những	những	O	
79	thị_trường	thị_trường	O	
80	đầy	đầy	O	
81	tiềm_năng	tiềm_năng	O	
82	như	như	O	
83	Ấn	ấn	B-LOC	
84	Độ	độ	I-LOC	
85	,	,	O	
86	cuộc	cuộc	O	
87	cạnh_tranh	cạnh_tranh	O	
88	giữa	giữa	O	
89	các	các	O	
90	đối_thủ	đối_thủ	O	
91	đang	đang	O	
92	ngày_càng	ngày_càng	O	
93	gay_gắt	gay_gắt	O	
94	,	,	O	
95	đặc_biệt	đặc_biệt	O	
96	giữa	giữa	O	
97	Samsung	samsung	B-BRANDvà/O	
98	nhiều	nhiều	O	
99	công_ty	công_ty	O	
100	Trung	trung	B-LOC	
101	Quốc	quốc	I-LOC	
102	như	như	O	
103	Xiaomi	xiaomi	B-BRAND	
104	,	,	O	
105	Oppo	oppo	B-BRAND	
106	…	…	O	
107	Vấn_đề	vấn_đề	O	
108	là	là	O	
109	Samsung	samsung	B-BRAND	
110	có	có	O	
111	một	một	O	
112	vị_trí	vị_trí	O	
113	rất	rất	O	
114	cao	cao	O	
115	tại	tại	O	
116	thị_trường	thị_trường	O	
117	này	này	O	
118	,	,	O	
119	do	do	O	
120	đó	đó	O	
121	việc	việc	O	
122	cạnh_tranh	cạnh_tranh	O	
123	không	không	O	
124	phải	phải	O	
125	là	là	O	
126	điều	điều	O	
127	dễ_dàng	dễ_dàng	O	
128	với	với	O	
129	các	các	O	
130	công_ty	công_ty	O	
131	Trung	trung	B-LOC	
132	Quốc	quốc	I-LOC	
133	.	.	O	
1	là	là	O	
2	những	những	O	
3	smartphone	smartphone	B-ASPECT	
4	xuất_sắc	xuất_sắc	O	
5	nhất	nhất	O	
6	vào	vào	O	
7	năm	năm	O	
8	2018	2018	O	
9	?.	?.	O	
10	Biến	biến	O	
11	Galaxy	galaxy	B-PRODUCT	
12	S	s	I-PRODUCT	
13	8	8	I-PRODUCT	
14	và	và	O	
15	nhiều	nhiều	O	
16	smartphone	smartphone	B-ASPECT	
17	cao_cấp	cao_cấp	O	
18	thành	thành	O	
19	máy_tính_xách_tay	máy_tính_xách_tay	O	
1	cao_cấp	cao_cấp	O	
2	của	của	O	
3	Huawei	huawei	B-BRAND	
4	sẽ	sẽ	O	
5	“	“	O	
6	nhái	nhái	O	
7	”	”	O	
8	thiết_kế	thiết_kế	O	
9	của	của	O	
10	iPhone	iphone	B-PRODUCT	
11	X	x	I-PRODUCT	
1	kế_nhiệm	kế_nhiệm	O	
2	của	của	O	
3	LG	lg	B-PRODUCT	
4	G	g	I-PRODUCT	
5	6	6	I-PRODUCT	
6	sẽ	sẽ	O	
7	được	được	O	
8	phát_hành	phát_hành	O	
9	vào	vào	O	
10	đầu	đầu	O	
11	tháng_Giêng	tháng_giêng	O	
12	tại	tại	O	
13	triển_lãm	triển_lãm	O	
14	CES	ces	O	
15	2018	2018	O	
16	.	.	O	
1	nâng_cấp	nâng_cấp	O	
2	của	của	O	
3	Nokia	nokia	B-PRODUCT	
4	8	8	I-PRODUCT	
5	được	được	O	
6	cho	cho	O	
7	là	là	O	
8	đi	đi	O	
9	kèm	kèm	O	
10	màn_hình	màn_hình	B-ASPECT	
11	5,7	5,7	I-ASPECT	
12	inch	inch	I-ASPECT	
13	(	(	O	
14	18	18	O	
15	:	:	O	
16	9	9	O	
17	)	)	O	
18	với	với	O	
19	RAM	ram	B-ASPECT	
20	6	6	I-ASPECT	
21	GB	gb	I-ASPECT	
22	hứa_hẹn	hứa_hẹn	O	
23	tiết_lộ	tiết_lộ	O	
24	vào	vào	O	
25	ngày	ngày	O	
26	19	19	1/O	
27	.	.	O	
28	Chúng	chúng	O	
29	có	có	O	
30	camera	camera	B-ASPECT	
31	kép	kép	O	
32	,	,	O	
33	nhiều	nhiều	O	
34	khả_năng	khả_năng	B-ASPECT	
35	kết_hợp	kết_hợp	I-ASPECT	
36	13	13	I-ASPECT	
37	MP	mp	I-ASPECT	
38	(	(	O	
39	RGB	rgb	O	
40	)	)	O	
41	và	và	O	
42	cảm_biến	cảm_biến	O	
43	đơn_sắc	đơn_sắc	O	
44	riêng_biệt	riêng_biệt	O	
45	.	.	O	
46	Camera	camera	B-ASPECT	
47	trước	trước	I-ASPECT	
48	13	13	I-ASPECT	
49	MP	mp	I-ASPECT	
50	cho	cho	O	
51	nhu_cầu	nhu_cầu	O	
52	chụp	chụp	O	
53	ảnh	ảnh	O	
54	selfie	selfie	O	
55	.	.	O	
1	OnePlus	oneplus	B-PRODUCT	
2	5	5	I-PRODUCT	
3	đã	đã	O	
4	bị	bị	O	
5	ngưng	ngưng	O	
6	cung_cấp	cung_cấp	O	
7	để	để	O	
8	nhường	nhường	O	
9	chỗ	chỗ	O	
10	cho	cho	O	
11	OnePlus	oneplus	B-PRODUCT	
12	5	5	I-PRODUCT	
13	T	t	I-PRODUCT	
14	,	,	O	
15	nhưng	nhưng	O	
16	thiết_bị	thiết_bị	O	
17	mới	mới	O	
18	này	này	O	
19	đã	đã	O	
20	không	không	O	
21	được	được	O	
22	đưa	đưa	O	
23	vào	vào	O	
24	biểu_đồ	biểu_đồ	O	
25	.	.	O	
1	điện_thoại	điện_thoại	O	
2	htc	htc	B-BRAND	
1	mua	mua	O	
2	thuốc_ngủ	thuốc_ngủ	O	
3	uống	uống	O	
4	rồi	rồi	O	
5	mơ	mơ	O	
6	đến	đến	O	
7	3	3	O	
8	năm	năm	O	
9	sau	sau	O	
10	đi	đi	O	
11	rồi	rồi	O	
12	có_giá	có_giá	O	
13	đó	đó	O	
14	nhé	nhé	O	
15	thánh	thánh	O	
1	hết	hết	O	
2	mạng	mạng	O	
3	Wi	wi	O	
4	-	-	O	
5	Fi	fi	O	
6	hay	hay	O	
7	3	3	O	
8	g	g	O	
9	đi	đi	O	
10	và	và	O	
11	để	để	O	
12	chế_độ	chế_độ	O	
13	máy_bay	máy_bay	O	
14	là	là	O	
15	không	không	O	
16	tụt	tụt	O	
17	pin	pin	B-ASPECT	
18	nữa	nữa	O	
19	bạn	bạn	O	
20	nhé	nhé	O	
21	Dung	dung	B-PER	
22	Nguyen	nguyen	I-PER	
1	Đạt	đạt	I-PER	
2	tới	tới	O	
3	khi	khi	O	
4	nào	nào	O	
5	thì	thì	O	
6	bạn	bạn	O	
7	mới	mới	O	
8	tự	tự	O	
9	mình	mình	O	
10	đánh_giá	đánh_giá	O	
11	được	được	O	
12	,	,	O	
13	chứ	chứ	O	
14	không	không	O	
15	còn	còn	O	
16	nghe	nghe	O	
17	ngừi	ngừi	O	
18	ta	ta	O	
19	nói	nói	O	
20	nữa	nữa	O	
21	.	.	O	
1	cái	cái	O	
2	cách	cách	O	
3	nay	nay	O	
4	vài	vài	O	
5	tháng	tháng	O	
6	trên	trên	O	
7	VNE	vne	B-MEDIA	
8	đăng	đăng	O	
9	thông_tin	thông_tin	O	
10	App	app	O	
11	khẳng_định	khẳng_định	O	
12	chậm	chậm	O	
13	máy	máy	O	
14	là	là	O	
15	do	do	O	
16	ảo_tưởng	ảo_tưởng	O	
17	của	của	O	
18	người	người	O	
19	dùng	dùng	O	
20	,	,	O	
21	vui	vui	O	
22	thật	thật	O	
23	.	.	O	
1	nào	nào	O	
2	mà	mà	O	
3	chê	chê	O	
4	hàng	hàng	O	
5	trung	trung	B-LOC	
6	quốc	quốc	I-LOC	
7	thì	thì	O	
8	không	không	O	
9	biết	biết	O	
10	độ	độ	O	
11	bá	bá	O	
12	đạo	đạo	O	
13	của	của	O	
14	huawei	huawei	B-BRAND	
15	mate	mate	O	
16	10	10	O	
17	pro	pro	O	
18	rồi	rồi	O	
19	Hiệu_năng	hiệu_năng	O	
20	khủng	khủng	O	
21	,	,	O	
22	pin	pin	B-ASPECT	
23	trâu	trâu	O	
24	cực	cực	O	
25	,	,	O	
26	cam	cam	B-ASPECT	
27	thì	thì	O	
28	bá	bá	O	
29	đạo	đạo	O	
30	,	,	O	
31	màn	màn	O	
32	đẹp	đẹp	O	
33	nòi	nòi	O	
34	chung	chung	O	
35	không	không	O	
36	cò	cò	O	
37	gì	gì	O	
38	để	để	O	
39	chê	chê	O	
1	rừng	rừng	O	
2	ip	ip	B-PRODUCT	
3	mà	mà	O	
4	rút	rút	O	
5	con	con	O	
6	note	note	B-PRODUCT	
7	8	8	I-PRODUCT	
8	ra	ra	O	
9	cũng	cũng	O	
10	khác_biệt	khác_biệt	O	
11	.	.	O	
12	Chê	chê	O	
13	mỗi	mỗi	O	
14	điểm	điểm	O	
15	ở	ở	O	
16	note	note	B-PRODUCT	
17	8	8	I-PRODUCT	
18	là	là	O	
19	pin	pin	B-ASPECT	
20	hơi	hơi	O	
21	yếu	yếu	O	
22	.	.	O	
23	Tất_cả	tất_cả	O	
24	đều	đều	O	
25	ngon	ngon	O	
26	,	,	O	
27	tuyệt_vời	tuyệt_vời	O	
28	.	.	O	
29	Đang	đang	O	
30	dùng	dùng	O	
31	note	note	B-PRODUCT	
32	8	8	I-PRODUCT	
33	chán	chán	O	
34	ko	ko	O	
35	.	.	O	
36	Muốn	muốn	O	
37	dùng	dùng	O	
38	máy	máy	O	
39	khác	khác	O	
40	.	.	O	
1	32	32	I-PRODUCT	
2	GB	gb	I-PRODUCT	
3	3	3	O	
4	.	.	O	
5	Phiếu	phiếu	O	
6	mua	mua	O	
7	phụ_kiện	phụ_kiện	O	
8	500	500	O	
9	k	k	O	
10	Đặc_biệt	đặc_biệt	O	
11	,	,	O	
12	được	được	O	
13	tham_gia	tham_gia	O	
14	trả_góp	trả_góp	O	
15	với	với	O	
16	lãi_suất	lãi_suất	O	
17	0	0	O	
18	%	%	O	
19	.	.	O	
20	Sở_hữu	sở_hữu	O	
21	smartphone	smartphone	B-ASPECT	
22	cao_cấp	cao_cấp	O	
23	chưa	chưa	O	
24	bao_giờ	bao_giờ	O	
25	dễ_dàng	dễ_dàng	O	
26	đến	đến	O	
27	thế	thế	O	
28	.	.	O	
1	chiếc	chiếc	O	
2	máy_giặt	máy_giặt	O	
3	sam	sam	B-BRAND	
4	sung	sung	I-BRAND	
5	hơn	hơn	O	
6	6	6	O	
7	năm	năm	O	
8	rồi	rồi	O	
9	.	.	O	
10	Bao_giờ	bao_giờ	O	
11	làm	làm	O	
12	nhà	nhà	O	
13	mới	mới	O	
14	sắm	sắm	O	
15	thêm	thêm	O	
16	cái	cái	O	
17	nữa	nữa	O	
18	.	.	O	
19	99999	99999	O	
1	HTC	htc	B-BRAND	
2	có	có	O	
3	chính_sách	chính_sách	O	
4	trả_góp	trả_góp	O	
5	không	không	O	
6	lãi	lãi	O	
7	??	??	O	
1	f	f	B-PRODUCT	
2	5	5	I-PRODUCT	
3	yuort	yuort	O	
4	của	của	O	
5	mình	mình	O	
6	mới	mới	O	
7	mua	mua	O	
8	1	1	O	
9	tuần	tuần	O	
10	quay	quay	O	
11	video	video	O	
12	10	10	O	
13	phút	phút	O	
14	tuột	tuột	O	
15	4	4	O	
16	%	%	O	
17	pin	pin	B-ASPECT	
18	cho	cho	O	
19	hỏi	hỏi	O	
20	vậy	vậy	O	
21	máy	máy	O	
22	có	có	O	
23	bị	bị	O	
24	gì	gì	O	
25	ko	ko	O	
26	ad	ad	O	
1	ơi	ơi	O	
2	em	em	O	
3	thích	thích	O	
4	này	này	O	
5	nè	nè	O	
6	Sóng	sóng	B-PER	
7	Tình	tình	I-PER	
1	em	em	O	
2	máy_giặt	máy_giặt	O	
3	số	số	O	
4	may_mắn	may_mắn	O	
5	2016	2016	O	
1	ơi	ơi	O	
2	thay	thay	O	
3	màn	màn	O	
4	note	note	B-PRODUCT	
5	5	5	I-PRODUCT	
6	giá	giá	B-ASPECT	
7	bn	bn	O	
8	ạ	ạ	O	
9	?	?	O	
1	không	không	O	
2	dây	dây	O	
3	samsung	samsung	B-BRAND	
4	nghe	nghe	O	
5	có	có	O	
6	vẻ	vẻ	O	
7	ổn	ổn	O	
8	hơn	hơn	O	
9	tất_cả	tất_cả	O	
10	.	.	O	
1	đang	đang	O	
2	cầm	cầm	O	
3	con	con	O	
4	ipX	ipx	B-PRODUCT	
5	trên	trên	O	
6	tay	tay	O	
7	sẽ	sẽ	O	
8	thấy	thấy	O	
9	nó	nó	O	
10	hữu	hữu	O	
11	dụng	dụng	O	
12	ntn	ntn	O	
13	.	.	O	
14	Mình	mình	O	
15	là	là	O	
16	đứa	đứa	O	
17	hay	hay	O	
18	vứt	vứt	O	
19	dt	dt	O	
20	xuống	xuống	O	
21	mỗi	mỗi	O	
22	khi	khi	O	
23	k	k	O	
24	dùng	dùng	O	
25	thay_vì	thay_vì	O	
26	đặt	đặt	O	
27	nhẹ_nhàng	nhẹ_nhàng	O	
28	nên	nên	O	
29	mình	mình	O	
30	cảm_giác	cảm_giác	O	
31	X	x	O	
32	nó	nó	O	
33	cho	cho	O	
